6.0,4,True
252,60,16,255
236,36,12,255
232,92,28,255
216,52,0,255
220,128,52,255
232,144,124,85
244,76,40,128
240,48,44,128
240,148,128,85
232,112,88,255
252,208,24,255
216,40,24,255
248,48,48,170
232,64,32,255
252,252,80,6
252,188,28,128
216,36,48,43
240,188,188,8
236,168,120,43
240,100,92,170
200,72,48,85
252,136,32,255
236,52,60,146
244,48,36,219
248,192,60,255
184,28,16,255
232,160,168,26
240,80,0,255
248,132,0,255
244,224,156,16
244,228,4,128
240,12,4,255
224,180,8,128
236,108,0,255
244,100,16,255
224,156,84,5
232,76,68,153
192,28,28,85
176,52,56,64
232,96,96,85
240,140,24,255
252,228,0,250
232,140,64,255
252,176,108,128
152,24,4,255
228,216,20,255
188,92,84,128
244,104,32,255
240,52,4,255
216,140,140,43
252,148,96,26
240,180,136,14
228,92,48,255
224,132,52,128
188,92,96,102
240,84,0,255
204,44,24,255
164,24,8,255
244,232,20,255
252,92,32,255
252,116,76,223
208,140,100,21
200,72,80,128
212,80,76,102
220,40,12,255
248,72,68,26
252,196,64,255
248,236,16,170
172,76,76,57
248,120,108,85
208,48,40,64
232,108,8,255
196,36,32,113
248,76,64,64
248,72,32,255
236,160,68,255
252,192,84,179
252,196,60,128
236,140,120,128
252,168,144,85
252,172,16,255
252,144,112,7
244,20,12,255
224,36,48,128
240,208,200,2
240,68,72,255
168,44,52,32
248,156,80,255
220,40,52,109
212,176,176,1
224,44,8,255
200,40,12,255
212,136,28,255
220,60,60,85
252,84,24,255
248,148,60,255
200,28,32,36
240,224,228,1
228,176,172,6
208,52,12,255
216,28,24,255
240,60,24,255
236,40,8,255
244,112,88,36
216,48,28,255
236,144,60,255
196,36,44,21
252,52,68,128
224,68,28,255
252,212,20,85
248,44,52,128
148,52,52,20
244,76,48,170
252,160,24,255
252,164,168,46
216,180,184,9
216,176,8,128
228,112,0,255
248,72,28,255
208,24,4,255
216,196,20,255
244,200,132,16
192,52,72,85
244,204,44,85
204,44,40,40
236,228,224,0
212,164,156,1
252,156,60,255
244,152,0,255
236,52,24,255
212,164,164,3
252,104,16,255
208,152,16,255
252,48,60,51
224,208,208,0
252,52,84,43
232,72,72,109
252,112,20,255
184,80,56,64
252,224,196,1
216,80,72,170
228,24,20,191
252,236,156,18
244,92,104,255
244,80,8,255
228,8,12,255
248,108,0,255
248,236,228,4
244,108,44,255
244,140,0,255
208,20,20,204
240,108,40,255
244,216,204,1
252,88,80,83
248,180,172,45
208,180,180,4
248,140,44,255
252,120,72,191
200,56,48,64
236,100,36,255
244,184,84,255
252,160,136,75
244,188,188,6
204,40,24,191
240,48,40,85
196,12,8,255
252,16,0,255
240,188,12,255
232,104,4,255
216,32,16,255
252,252,228,0
248,68,36,255
228,204,156,18
252,192,136,51
252,196,88,255
252,200,56,204
236,144,124,255
244,124,100,36
208,140,136,9
192,36,4,255
244,8,8,255
200,148,148,3
252,24,28,234
240,128,84,128
184,52,68,43
240,64,68,162
252,152,144,36
240,76,60,43
224,116,112,128
204,116,80,85
240,52,40,96
232,84,72,128
200,36,8,255
252,204,16,146
252,220,80,128
240,24,12,255
252,88,28,255
220,72,36,255
216,24,20,255
252,36,24,255
244,200,56,128
236,44,20,255
236,208,184,4
168,44,56,26
240,80,20,255
252,208,208,2
252,80,92,85
176,124,116,1
224,76,64,85
252,216,16,77
236,128,36,255
224,8,0,255
232,220,216,3
244,136,24,255
232,208,152,15
228,116,60,255
224,192,156,11
208,36,0,255
228,172,64,255
232,164,128,51
248,164,76,255
184,20,24,128
240,32,16,255
200,84,64,64
236,72,44,255
184,56,40,85
252,108,44,255
228,128,72,255
248,120,84,28
252,52,48,201
252,56,80,93
236,32,36,64
216,56,32,170
248,96,12,255
204,84,64,128
236,204,192,2
204,108,96,85
240,148,0,255
200,28,4,255
216,76,76,102
244,40,28,255
252,176,164,128
228,92,8,255
224,148,96,85
252,184,100,255
176,84,56,43
172,52,44,73
248,224,24,128
224,56,52,64
244,60,76,43
248,180,4,255
208,56,44,96
164,56,68,128
196,128,120,7
248,148,32,255
236,188,144,11
252,72,60,114
244,224,28,255
252,124,84,73
200,52,52,43
236,104,32,255
244,44,20,255
248,104,44,255
224,144,124,128
236,144,48,255
212,84,72,85
232,20,24,255
252,52,64,106
220,124,48,255
212,56,64,102
252,20,12,255
236,60,8,255
236,72,24,255
252,252,64,6
248,68,72,116
212,36,24,255
176,28,36,26
232,188,192,6
252,140,84,255
228,48,24,255
188,60,56,128
232,132,8,255
252,148,24,255
248,236,0,179
248,232,160,43
244,12,4,255
152,28,28,27
204,44,36,21
248,196,188,10
228,88,80,36
232,92,100,255
216,36,0,128
248,156,136,255
240,44,48,51
212,164,160,1
248,148,88,255
224,140,124,255
252,84,32,255
240,48,36,223
252,112,36,255
236,88,88,128
228,128,44,255
220,164,152,1
252,136,68,255
244,128,80,255
252,64,68,216
252,92,0,255
236,56,28,255
192,148,144,1
240,120,24,255
224,80,44,255
220,148,108,128
248,12,16,255
232,80,40,255
220,200,76,128
216,40,20,255
248,164,0,255
252,248,60,64
236,220,212,1
232,32,24,255
252,220,12,153
236,132,40,255
252,196,188,12
236,212,24,255
204,144,92,1
252,168,16,255
248,248,248,0
188,28,36,57
212,32,8,255
228,72,56,32
248,204,52,128
208,32,12,255
212,12,12,255
244,44,48,73
252,120,116,85
228,152,128,255
240,44,20,255
212,156,148,3
224,80,72,113
196,72,64,43
240,16,16,255
236,124,12,255
208,164,168,2
236,196,64,255
220,64,0,255
252,56,52,209
240,192,180,1
224,136,128,43
252,100,20,255
240,172,40,255
216,52,36,159
220,180,120,14
248,96,88,64
252,236,84,51
216,72,64,85
252,60,28,255
232,40,8,255
244,72,16,255
252,188,120,51
244,92,0,255
252,128,132,43
200,20,12,255
252,152,148,46
252,108,120,255
204,96,92,255
212,56,32,255
204,60,40,85
244,200,4,255
228,128,24,255
248,132,36,255
252,212,60,51
252,96,80,83
244,180,164,18
212,72,76,64
232,76,24,255
240,216,0,255
248,108,112,128
248,104,16,255
200,92,76,255
220,24,24,255
196,48,44,85
240,136,132,128
252,56,36,251
252,200,128,13
252,204,32,191
228,52,36,153
176,76,68,51
232,200,196,10
252,152,28,255
252,92,56,255
228,96,88,64
236,212,128,128
240,100,88,23
252,160,112,39
224,40,4,255
248,184,128,255
196,36,24,142
232,144,140,191
240,84,36,255
184,64,72,51
240,60,32,255
240,108,92,36
252,116,40,255
224,64,60,182
160,48,32,128
252,64,4,255
244,204,68,255
240,168,168,17
240,212,40,255
252,44,32,255
252,164,16,255
236,52,28,255
224,4,12,255
244,172,104,21
216,36,16,255
224,192,40,255
252,216,216,11
244,72,60,36
252,192,8,255
248,32,0,255
248,252,172,2
232,212,208,1
188,116,96,64
232,196,192,6
216,164,4,128
200,136,96,3
204,32,24,237
252,236,68,43
232,128,116,128
236,188,140,15
244,32,52,43
228,188,136,28
252,208,44,85
248,228,80,255
252,216,84,128
236,144,52,255
232,20,28,64
220,24,20,255
252,80,76,92
252,84,36,255
196,32,40,57
228,196,192,5
244,160,40,255
224,140,68,255
212,36,20,213
236,40,44,73
252,244,24,157
240,168,52,128
240,180,92,170
248,88,4,255
180,88,24,255
216,72,44,64
244,200,124,20
232,36,12,255
244,76,28,255
252,164,148,102
192,128,128,8
216,180,92,51
180,52,44,43
216,36,4,255
212,120,60,255
224,52,60,85
252,236,16,213
248,120,112,128
188,44,28,191
148,72,64,43
244,224,228,2
236,56,32,213
200,40,24,255
220,12,0,255
244,156,140,85
236,108,88,85
236,112,56,255
252,48,16,255
240,220,196,3
200,16,16,255
248,108,24,255
148,44,28,255
252,28,20,255
248,96,48,255
240,136,32,255
232,60,72,128
248,60,48,91
212,160,152,4
252,236,184,10
252,176,36,255
212,32,12,230
252,180,76,255
236,156,72,255
248,236,216,3
252,228,216,1
252,156,0,255
236,112,80,43
216,184,188,1
252,232,68,128
240,108,12,255
224,20,0,255
252,148,8,255
244,60,24,255
204,28,16,255
252,152,76,255
184,124,28,255
252,116,116,64
252,120,44,255
224,76,56,64
244,132,8,255
208,144,148,38
252,68,8,255
244,228,188,16
220,80,52,255
236,12,4,255
236,196,48,255
248,96,84,106
220,120,112,64
244,128,64,255
248,184,168,17
248,116,76,255
236,56,24,255
180,120,40,255
240,132,72,255
232,48,36,153
252,196,4,255
232,176,176,5
252,152,152,14
236,140,48,255
252,204,196,4
236,136,84,255
216,140,60,255
200,32,28,43
252,144,40,255
248,240,224,8
248,156,0,255
216,164,168,1
192,24,24,102
204,36,20,255
228,128,8,255
240,136,108,255
208,40,20,198
208,156,44,128
248,28,44,26
200,116,112,85
248,152,120,128
212,176,120,14
240,52,12,255
252,116,88,7
200,40,52,13
220,96,36,255
236,84,56,128
244,136,16,255
228,192,4,255
252,88,32,255
252,76,56,88
180,72,72,128
176,52,52,102
236,44,48,153
252,12,8,255
172,64,56,78
248,144,24,255
248,84,0,255
252,132,100,2
252,212,92,128
228,44,16,255
176,116,104,1
232,32,16,234
244,64,24,255
208,128,80,128
232,16,0,255
252,164,112,128
172,60,48,26
252,140,20,255
224,48,48,128
208,36,36,85
232,164,164,21
208,76,32,255
208,72,64,255
248,128,52,255
224,104,56,255
188,108,0,255
252,104,88,30
244,176,132,255
252,52,28,255
212,64,68,170
216,32,24,255
232,68,16,255
196,28,24,128
220,136,76,255
200,124,36,255
196,52,44,51
212,132,124,34
240,148,36,255
248,56,60,109
244,80,48,255
252,180,40,255
200,136,108,11
252,184,72,255
252,180,72,255
228,100,32,255
252,132,108,6
220,204,76,255
240,92,36,255
216,120,100,64
248,188,152,5
244,112,68,255
224,16,12,255
176,68,56,85
240,80,84,128
252,216,64,139
212,92,24,255
248,136,76,255
208,152,116,12
212,160,4,255
232,148,148,170
236,52,36,191
252,124,48,255
200,52,24,255
160,56,56,43
244,188,100,85
252,72,12,255
236,16,0,255
252,248,244,3
220,124,108,255
232,132,112,255
252,196,56,255
248,228,12,255
240,128,68,255
252,192,192,4
252,200,40,128
228,52,8,255
216,112,76,4
248,24,8,255
216,140,144,64
216,136,48,255
228,104,8,255
252,180,132,70
192,68,48,128
204,40,16,255
224,44,28,255
224,196,12,255
244,36,36,85
208,44,28,191
248,156,172,85
248,152,4,255
248,188,56,128
208,88,84,102
240,48,0,255
208,132,120,85
172,44,36,102
248,184,56,255
200,16,12,255
244,140,28,255
252,88,68,40
180,48,32,102
244,88,40,255
248,80,24,255
240,200,200,9
236,48,52,51
196,44,12,255
252,240,12,255
248,80,28,255
240,100,0,255
240,152,80,255
252,216,88,153
216,124,124,128
236,112,84,85
232,60,20,255
184,144,52,255
248,108,20,255
248,224,8,255
172,64,52,51
252,188,172,17
248,212,184,3
248,196,116,7
232,204,28,128
232,136,20,255
200,128,112,26
240,120,4,255
232,64,48,64
188,76,72,64
208,72,60,32
244,184,88,255
224,84,60,85
244,144,108,64
248,252,216,0
252,152,12,255
208,32,36,51
244,172,72,255
252,56,24,255
244,236,192,13
232,64,12,255
252,72,56,80
248,96,68,20
236,204,24,191
216,192,48,255
240,144,40,255
228,76,88,128
248,52,56,223
248,84,40,255
252,212,176,3
228,32,12,255
244,84,44,255
252,184,44,255
212,64,52,102
252,188,84,255
208,180,24,255
248,228,208,3
252,132,8,255
248,28,32,170
244,60,52,85
228,84,0,255
224,28,8,255
240,92,80,128
240,88,80,147
244,116,56,255
240,52,20,255
228,40,28,255
212,152,152,8
248,112,4,255
252,148,144,59
244,184,160,28
220,80,44,128
220,84,68,64
228,108,100,128
216,80,92,85
236,20,12,255
184,44,44,64
220,96,104,128
236,60,64,209
220,132,124,43
212,116,32,255
236,12,0,235
240,140,64,255
196,24,20,170
216,32,28,170
228,184,188,2
248,24,0,255
228,48,32,255
248,20,12,255
188,32,16,191
216,160,76,85
232,200,160,18
232,124,132,128
252,152,32,255
248,232,232,16
220,120,116,64
228,88,40,255
240,64,64,213
224,40,32,223
232,148,120,255
252,200,28,128
224,92,20,255
224,172,172,8
248,216,68,255
248,148,0,255
176,56,40,128
244,240,188,13
252,164,24,255
224,176,16,128
208,100,80,128
240,60,4,255
208,128,116,23
204,124,116,23
244,128,24,255
196,64,68,73
188,148,76,85
252,92,88,34
188,124,128,26
180,52,60,64
216,68,40,128
252,112,104,30
220,112,48,255
252,40,36,206
180,64,64,96
236,52,56,113
252,72,84,170
196,32,8,255
252,244,0,188
164,84,16,255
236,220,12,128
220,164,104,26
252,220,68,204
216,120,112,64
228,28,12,255
188,48,56,64
244,68,64,153
248,252,128,20
252,172,72,255
224,208,100,255
172,68,56,85
220,24,28,85
224,60,52,51
224,56,40,36
240,168,120,255
232,128,80,128
232,56,32,170
220,52,24,255
236,68,84,85
240,68,0,255
248,48,56,170
232,184,20,255
232,180,108,128
244,252,156,9
200,44,28,51
244,144,48,255
228,200,196,2
208,44,20,255
252,80,96,191
252,124,128,51
244,168,156,85
252,196,196,5
208,172,32,255
240,88,36,255
228,184,184,4
252,60,4,255
236,36,16,255
216,156,120,21
204,44,56,46
192,80,72,128
252,8,24,85
236,216,204,1
220,184,0,255
192,100,100,255
248,48,36,219
196,104,96,128
204,128,124,17
248,120,120,64
204,20,12,255
252,160,80,255
188,16,12,255
224,196,0,255
232,216,212,2
228,124,40,255
228,112,72,255
252,252,136,16
236,184,156,5
244,48,48,102
240,112,24,255
224,24,20,255
232,160,156,2
228,132,32,255
236,64,48,16
252,144,44,255
240,12,16,255
252,100,56,255
220,172,160,1
244,180,124,128
232,192,196,4
236,24,8,255
212,32,20,255
188,148,20,255
196,32,20,239
240,164,88,128
208,132,128,14
212,12,16,255
252,224,156,10
252,228,52,36
156,32,36,32
252,200,200,1
244,92,16,255
228,52,28,255
248,196,120,26
252,180,168,113
236,156,100,128
172,44,24,255
228,96,0,255
248,252,200,0
208,8,4,255
228,64,52,28
248,124,72,255
228,176,184,3
200,72,68,204
248,140,100,43
244,232,0,128
252,116,80,26
224,64,4,255
236,96,4,255
252,120,24,255
196,92,92,128
228,220,16,128
252,68,52,133
220,116,60,255
240,208,192,1
176,32,20,64
232,108,100,64
196,36,20,255
200,36,28,128
252,204,0,255
252,252,188,0
232,0,0,255
252,192,64,255
216,116,116,85
188,52,52,36
232,52,28,255
244,124,44,255
252,144,76,255
248,240,220,6
172,72,60,255
172,76,68,128
224,36,44,64
248,192,192,5
224,8,8,255
216,136,76,128
228,16,0,255
200,40,16,255
252,200,76,227
216,80,88,170
244,148,44,255
220,60,16,255
228,192,40,255
200,28,28,64
240,196,168,3
224,140,140,26
252,32,0,255
168,12,16,255
220,164,164,3
196,40,36,31
236,204,188,2
248,88,76,51
232,52,4,255
248,84,36,255
212,60,36,128
252,212,120,39
248,44,32,255
252,220,168,9
216,156,56,255
252,160,52,255
252,164,92,255
188,20,0,255
244,24,8,251
252,200,32,85
204,84,72,128
244,144,76,255
224,48,28,223
208,24,24,255
244,52,44,255
232,160,88,77
224,164,112,5
244,200,176,1
244,204,80,255
216,188,152,7
168,48,44,32
168,76,84,17
224,104,84,85
240,152,144,255
248,248,0,21
212,108,104,128
252,100,100,64
228,160,152,1
208,152,100,9
244,180,24,255
220,92,92,255
252,180,108,170
184,92,100,23
240,160,84,255
156,24,12,128
228,28,8,255
212,28,12,255
252,232,48,191
156,36,40,28
232,16,20,255
244,80,20,255
252,180,116,170
248,12,20,255
188,40,24,96
236,216,28,255
232,148,156,36
228,100,28,255
252,132,136,51
240,200,168,8
244,216,216,25
252,8,12,255
232,172,64,128
232,168,160,11
248,140,24,255
200,128,76,36
252,120,84,15
200,56,36,128
236,100,8,255
252,68,80,161
252,72,48,204
252,220,220,8
176,44,16,170
212,32,28,204
232,220,220,1
240,132,0,255
252,252,24,47
196,68,48,85
224,48,32,223
176,16,20,170
232,28,4,255
252,196,76,128
228,60,0,255
188,56,48,77
244,64,40,223
244,112,40,255
248,240,56,255
248,204,196,2
192,48,48,128
244,36,0,255
232,196,56,255
248,152,32,255
220,20,24,170
236,84,64,159
232,192,192,2
252,168,4,255
184,88,72,255
252,88,104,255
200,24,16,128
208,176,136,6
252,36,12,255
212,48,52,51
232,84,0,255
196,44,40,26
248,84,72,54
248,80,56,109
220,160,24,255
216,148,116,64
252,220,196,1
220,200,196,1
244,64,32,170
252,164,56,255
192,92,100,43
244,28,4,255
204,92,84,255
248,96,72,34
208,36,28,153
208,32,44,43
244,40,40,200
240,120,32,255
248,160,168,73
240,132,24,255
248,128,108,170
236,72,56,51
208,124,36,255
240,20,8,255
244,216,32,255
228,172,92,51
236,136,64,255
220,92,56,255
240,172,80,255
212,16,8,255
220,180,32,255
252,236,12,128
220,168,172,2
248,52,28,255
232,44,16,255
244,84,8,255
220,96,48,255
252,184,112,102
188,44,36,67
248,160,160,128
252,132,52,255
192,52,40,102
188,120,88,23
240,104,40,255
204,56,0,255
248,176,80,128
228,136,128,36
228,140,96,255
192,80,76,255
244,232,216,1
240,112,100,128
244,224,8,170
228,40,12,255
200,52,32,255
236,104,12,255
228,208,184,2
224,144,64,255
252,76,76,137
196,36,40,51
224,152,128,43
248,112,104,64
228,128,124,64
176,40,12,128
248,168,28,255
252,252,116,6
252,224,28,51
176,28,16,102
232,24,8,255
252,200,72,255
164,48,52,36
232,48,60,51
244,112,76,170
232,48,40,64
244,116,52,255
228,116,96,85
248,232,212,2
240,100,16,255
236,104,60,255
228,88,76,64
244,136,64,255
208,48,56,51
240,72,20,255
236,116,4,255
252,112,48,255
244,52,56,85
228,192,144,51
220,36,24,191
200,20,20,255
240,224,220,3
196,116,112,51
252,40,8,255
236,48,12,255
252,240,68,73
240,184,132,43
240,152,136,128
252,220,96,182
248,36,40,128
176,24,12,255
188,48,28,128
232,56,68,43
204,112,116,85
212,36,4,255
252,172,100,255
252,76,64,73
188,28,24,43
244,16,0,255
252,140,64,255
228,72,20,255
184,60,60,85
188,104,108,102
244,44,36,204
240,68,36,255
248,160,68,255
240,44,32,255
224,80,92,102
216,36,20,227
228,200,24,255
252,80,4,255
240,176,124,32
220,64,60,64
232,64,68,170
240,172,52,255
216,52,48,26
240,148,144,191
252,52,24,255
252,208,8,227
248,48,0,255
232,40,28,255
244,72,12,255
252,188,108,153
252,136,48,255
244,24,28,255
248,216,216,16
208,28,8,255
192,140,144,1
240,116,44,255
244,208,208,16
184,28,0,255
216,188,148,9
248,180,132,85
200,92,88,128
164,20,16,73
220,72,24,255
212,164,168,1
252,128,4,255
240,236,240,0
224,176,168,3
184,68,56,128
192,152,56,128
252,48,72,32
248,196,0,191
232,76,52,255
252,24,20,252
248,104,4,255
236,196,200,4
196,48,24,255
252,228,16,128
232,20,12,255
252,204,52,64
228,52,56,64
236,152,96,255
240,160,16,255
204,68,0,255
232,224,124,28
240,96,28,255
228,92,64,64
164,44,20,85
208,60,60,64
240,84,16,255
248,144,56,255
164,24,24,15
240,56,84,32
240,160,64,255
244,128,32,255
220,40,28,153
240,136,124,85
244,96,28,255
192,60,52,93
244,188,164,8
252,44,52,73
220,168,176,3
236,52,0,255
216,92,40,128
232,108,56,255
252,116,72,191
180,36,4,255
248,76,80,85
252,252,152,17
216,120,56,255
248,32,20,255
216,148,148,12
172,28,28,8
252,172,0,255
240,180,148,9
252,144,96,45
192,32,0,255
236,184,84,128
228,76,24,255
224,36,0,255
252,232,4,234
244,32,32,170
228,184,20,255
228,188,188,2
168,64,64,73
224,92,88,64
220,84,0,255
240,28,0,255
252,84,8,255
220,68,48,170
216,28,8,255
228,100,60,255
188,112,116,43
220,108,84,128
208,56,56,73
252,164,44,255
220,148,148,9
240,176,152,23
212,8,16,255
252,208,172,7
252,212,4,255
248,44,4,255
252,184,184,6
244,76,0,255
216,32,8,255
232,88,64,43
232,216,28,255
216,176,24,255
228,112,16,255
200,48,44,105
188,96,64,4
248,188,156,5
180,96,104,28
216,192,188,1
248,168,88,255
184,24,12,255
196,84,80,85
244,224,208,5
252,100,64,243
236,108,76,77
228,212,160,9
252,48,44,191
180,88,72,128
232,72,56,57
196,24,0,255
248,104,96,113
236,196,20,128
212,28,40,64
192,124,36,255
212,36,0,128
176,100,104,19
244,92,88,36
252,180,80,128
236,116,76,153
188,36,36,15
184,80,72,128
200,52,40,93
232,84,64,102
172,48,48,21
248,228,52,128
240,96,120,36
228,80,68,96
164,32,16,85
184,36,28,12
204,28,36,102
248,140,60,255
164,28,20,13
236,188,188,7
252,120,56,255
248,184,0,255
244,132,28,255
212,160,8,255
244,188,172,1
228,96,44,255
236,56,52,80
240,208,8,255
180,68,52,51
236,56,4,255
252,120,128,255
224,180,184,2
188,132,36,255
192,152,84,36
252,252,244,0
248,68,52,28
252,192,152,43
252,196,104,102
248,28,16,255
244,124,20,255
240,176,84,255
228,20,32,20
252,148,108,9
240,148,88,255
240,96,68,23
216,52,64,73
224,32,12,255
188,80,92,85
232,152,132,128
236,112,100,102
240,76,44,128
244,248,128,255
212,176,4,255
240,52,56,102
236,180,164,1
236,84,44,128
244,136,12,255
252,84,84,57
224,160,56,255
236,0,0,255
192,136,136,4
216,24,4,255
156,64,56,128
236,44,36,213
184,40,32,18
216,44,40,43
192,24,20,170
236,16,4,255
228,44,36,255
196,28,12,255
248,40,8,255
220,200,40,255
172,48,44,64
244,64,4,255
252,164,100,64
232,48,16,255
232,212,24,255
252,140,40,255
164,68,64,153
228,168,144,9
240,124,36,255
200,96,76,85
188,76,0,255
244,192,56,255
232,184,176,6
200,80,80,64
244,156,124,255
252,104,68,223
244,176,144,32
228,204,200,5
252,52,32,255
224,192,192,6
248,140,132,170
192,140,80,14
140,24,12,255
220,104,40,255
252,0,12,255
248,96,60,255
200,92,84,255
236,204,208,2
252,236,40,170
176,52,24,255
244,80,92,128
216,100,8,255
220,196,192,2
232,196,48,255
244,108,88,21
228,120,124,85
248,188,180,14
240,104,4,255
248,176,140,255
244,212,16,128
224,32,16,235
240,92,24,255
248,44,40,255
224,100,28,255
160,84,72,43
252,148,20,255
252,124,36,255
248,188,76,255
220,44,60,6
252,68,24,255
192,160,44,128
212,32,36,85
196,60,56,85
180,40,28,128
248,64,72,128
252,200,108,8
248,24,28,255
196,108,112,255
232,48,24,255
172,36,20,255
204,124,64,255
252,152,104,32
248,232,176,36
244,12,20,255
216,24,8,255
228,68,0,255
248,192,84,255
184,48,40,113
236,188,116,21
240,72,48,85
248,116,60,255
244,244,220,2
196,160,124,2
224,68,64,153
236,184,180,2
228,196,12,255
252,92,16,255
240,60,60,128
220,112,104,128
248,124,52,255
236,48,32,170
196,44,16,255
216,40,36,85
228,60,28,255
212,0,0,255
248,248,16,64
240,152,100,128
244,100,12,255
228,32,32,85
248,36,12,255
232,60,0,255
244,68,56,75
228,28,4,255
252,172,128,51
252,140,132,64
252,156,92,255
216,36,28,128
224,60,64,128
196,88,88,64
232,132,88,170
248,196,100,32
188,76,92,85
244,196,4,128
240,44,4,255
236,76,0,255
236,56,56,85
220,52,28,255
244,148,136,255
228,204,148,13
252,64,32,255
232,152,120,255
192,136,108,4
228,56,56,159
252,4,0,255
228,64,44,85
248,92,56,255
252,232,220,1
240,144,28,255
220,188,184,2
244,152,152,255
244,84,64,46
252,184,56,255
252,188,72,255
236,164,84,128
212,128,8,255
172,56,56,28
252,136,84,128
200,140,148,9
240,116,0,255
224,28,20,255
244,212,76,128
208,64,72,85
216,96,72,85
196,132,116,2
248,132,52,255
244,144,100,255
220,8,12,255
252,96,32,255
236,52,48,36
196,84,92,128
252,192,96,255
252,76,4,255
252,148,136,26
252,228,100,85
240,216,112,255
196,28,8,255
208,132,124,21
232,96,44,255
196,48,60,45
248,64,36,191
248,60,76,128
136,28,24,21
192,24,0,255
248,20,24,255
204,156,152,1
184,128,124,2
192,44,28,85
232,228,168,11
240,100,72,13
232,132,128,128
224,40,52,51
240,136,116,255
232,148,100,85
244,220,212,2
236,80,28,255
228,196,20,255
200,124,128,102
248,144,84,255
156,40,40,21
240,60,48,39
196,68,72,51
188,152,88,26
252,116,24,255
224,64,76,128
224,172,20,255
252,92,76,70
252,64,20,255
236,8,8,255
252,192,20,255
248,120,56,255
236,52,44,223
252,240,60,128
216,36,32,85
156,48,36,255
252,216,200,0
252,192,24,128
152,88,84,8
248,100,36,255
232,56,16,255
252,172,92,255
252,56,64,140
232,208,64,128
172,40,56,9
248,240,148,255
216,164,20,255
228,76,36,128
244,140,84,255
232,128,68,255
248,124,28,255
244,192,192,4
200,116,28,255
240,40,24,232
252,52,20,255
200,44,40,38
236,80,4,255
196,76,60,109
212,108,100,128
152,24,20,64
244,160,56,255
252,60,56,211
224,136,76,255
212,148,156,8
232,88,72,32
240,168,4,255
252,8,4,255
152,32,28,51
236,208,8,128
232,112,0,255
216,72,60,85
252,212,32,170
244,72,68,128
248,176,92,255
208,40,12,191
252,160,76,255
244,100,32,255
248,216,0,222
244,48,28,255
240,112,12,255
252,252,36,49
224,24,8,255
208,76,76,128
224,108,20,255
240,188,116,43
244,192,180,2
244,152,84,255
252,100,44,255
208,44,36,43
184,68,0,255
184,48,32,128
192,104,84,255
252,48,0,255
208,116,100,128
240,220,212,2
212,64,48,64
216,44,24,213
248,104,76,5
212,24,28,128
252,228,88,191
248,60,32,255
248,56,64,204
244,92,36,255
252,156,88,255
248,16,4,255
240,188,160,6
236,156,120,255
172,44,12,255
252,156,16,255
248,228,24,170
188,112,108,21
188,116,132,51
204,48,36,90
248,184,92,255
244,220,48,255
252,32,4,254
168,60,52,36
228,140,140,51
184,60,52,64
244,236,212,7
228,44,52,70
224,76,72,255
252,64,72,205
180,40,20,255
236,12,20,170
252,220,208,1
244,28,36,43
252,176,20,255
212,44,12,255
244,152,156,255
196,36,8,255
252,248,16,227
252,252,208,0
252,192,188,6
252,196,20,255
248,84,48,255
236,112,124,85
240,120,44,255
252,168,168,57
220,56,4,255
252,144,88,255
248,224,48,255
248,84,8,255
248,208,4,255
252,248,232,0
220,188,112,26
248,200,116,14
236,168,160,10
236,196,32,255
228,188,196,4
216,68,56,159
240,52,28,255
200,40,36,12
236,84,8,255
196,64,56,32
252,228,96,128
228,144,52,255
200,28,8,255
180,40,16,255
196,124,124,26
248,68,68,128
240,200,188,7
252,24,32,85
248,88,80,61
220,184,176,2
252,244,228,1
232,12,4,255
192,96,92,255
196,72,84,36
236,216,192,3
236,128,104,255
204,124,120,85
232,32,32,255
252,160,32,255
252,204,108,15
252,164,64,255
188,20,20,128
212,136,128,28
252,140,4,255
248,212,4,128
244,52,0,255
240,124,8,255
244,200,172,9
196,132,140,10
208,72,80,128
240,80,48,85
248,128,36,255
236,68,64,85
212,156,4,128
220,48,52,85
252,104,40,255
240,124,84,64
248,172,120,128
228,52,0,255
244,168,84,255
224,132,112,255
236,28,8,255
232,68,0,255
236,192,180,3
240,140,148,255
196,52,28,255
172,64,64,128
248,56,44,204
248,64,24,255
248,52,68,64
244,80,32,255
252,180,24,255
240,184,40,255
248,12,0,255
236,160,124,255
216,188,24,255
252,128,20,255
204,76,52,255
228,200,36,255
244,56,40,128
224,136,140,51
188,64,76,36
252,200,52,255
244,212,204,10
248,136,92,51
216,196,44,255
216,60,56,43
252,120,96,3
252,124,0,255
236,100,28,255
220,44,24,255
196,64,60,170
252,68,68,222
180,44,24,255
236,16,16,255
224,84,68,57
220,124,124,255
240,212,68,85
240,132,28,255
252,252,12,57
248,176,88,255
208,40,8,255
252,200,16,255
236,188,108,36
232,160,44,255
252,104,116,128
252,148,84,170
212,68,52,128
228,68,60,170
244,36,20,255
220,52,48,98
252,180,56,255
224,116,24,255
240,156,88,255
208,88,68,170
244,36,44,32
212,168,156,1
200,36,32,128
224,68,100,128
224,164,160,8
236,216,200,1
228,196,40,255
212,100,92,128
208,180,20,255
220,76,36,255
180,72,60,85
220,144,136,26
220,148,56,255
236,208,192,2
252,136,4,255
248,80,44,255
240,188,164,1
224,192,184,2
252,216,72,227
252,220,56,109
232,60,36,204
248,120,80,255
