6.0,4,True
236,140,132,64
196,80,80,43
252,212,204,5
252,68,72,237
184,28,36,43
252,72,40,255
248,236,12,255
252,176,64,255
224,68,40,191
208,48,28,255
248,112,52,255
232,104,96,85
224,196,156,8
216,52,52,64
240,132,8,255
252,252,0,28
248,68,8,255
220,172,24,128
232,28,12,255
240,32,20,255
204,140,140,12
252,120,0,255
228,60,56,128
236,144,16,255
184,136,80,16
244,112,32,255
228,220,104,85
204,24,16,255
248,204,204,4
212,88,88,128
172,80,72,85
204,40,12,255
236,168,164,41
188,48,44,109
252,44,12,255
220,152,28,255
184,48,24,255
240,76,0,255
248,152,56,255
244,228,212,1
200,36,44,51
248,96,44,255
236,88,24,255
220,32,28,170
252,88,96,36
244,220,52,255
244,160,140,85
244,172,172,57
216,184,132,18
212,88,48,255
220,60,36,255
224,72,68,28
252,36,4,255
240,184,72,255
180,76,88,128
232,84,56,255
184,40,48,128
240,104,24,255
248,84,64,55
236,216,12,255
236,220,148,20
248,140,140,85
216,64,56,93
248,40,36,255
236,132,104,128
248,212,0,255
252,160,144,32
160,40,44,43
224,184,16,85
192,48,0,128
252,168,80,255
204,144,148,6
236,180,172,3
216,132,128,51
240,156,132,128
248,72,0,255
252,132,88,128
224,60,16,255
248,156,8,255
244,236,72,255
240,24,8,255
244,40,16,223
236,68,36,255
180,72,76,128
240,120,40,255
244,192,76,213
252,108,80,11
216,100,40,255
240,224,224,7
236,72,48,128
248,104,104,128
232,80,84,85
160,64,60,51
208,52,36,153
196,40,12,255
252,108,8,255
224,60,44,128
208,164,104,51
244,168,4,255
220,64,64,85
248,68,4,255
228,184,140,11
212,56,68,57
240,168,152,128
232,120,84,64
252,244,52,128
204,72,88,64
252,236,20,159
236,140,24,255
232,44,24,255
244,84,48,255
252,184,8,255
252,188,184,20
192,32,16,255
244,216,0,216
188,44,44,21
236,92,0,255
216,184,24,255
252,132,44,255
204,36,48,57
208,16,4,255
204,112,100,128
252,96,68,142
244,60,40,153
200,108,96,85
220,36,40,26
184,32,12,255
188,72,100,128
228,140,120,128
224,100,32,255
240,56,36,255
244,224,0,191
212,152,132,1
240,28,24,255
224,176,120,18
180,20,20,255
236,104,4,255
216,68,76,255
248,132,20,255
252,72,76,213
160,56,68,36
252,240,84,255
252,76,84,102
244,68,76,255
244,164,88,255
252,236,80,73
220,180,172,2
176,40,52,15
252,196,200,2
204,164,164,1
240,140,124,128
176,28,8,255
208,76,64,51
232,24,0,204
252,216,96,102
212,40,32,73
252,204,96,204
232,48,68,10
160,20,28,36
252,144,140,70
216,132,16,128
252,152,92,255
248,232,204,4
204,160,160,1
212,128,68,255
200,124,136,36
240,100,24,255
248,192,0,255
232,152,60,255
240,212,204,2
184,44,28,159
240,72,28,255
180,56,56,85
224,112,24,255
248,144,132,64
212,52,56,36
220,208,60,128
252,112,56,128
236,216,148,21
208,140,8,255
184,84,68,128
240,224,196,5
240,196,72,255
228,220,136,23
212,112,112,85
228,208,76,255
208,176,44,255
248,192,68,255
240,200,8,255
252,40,0,255
248,120,8,255
228,60,32,85
196,32,36,23
188,52,64,43
224,196,24,255
196,32,28,96
248,76,36,255
248,136,60,255
244,20,24,219
248,36,32,243
236,128,120,191
240,184,180,16
232,56,60,153
252,168,52,255
252,172,108,255
240,172,108,11
228,80,4,255
232,208,16,255
228,148,84,255
248,64,12,255
224,192,128,64
240,128,40,255
248,204,40,128
244,120,32,255
244,44,28,255
240,68,44,204
248,160,76,255
248,164,164,128
240,116,60,255
204,104,84,255
228,156,76,170
252,212,200,3
180,60,0,255
208,44,24,255
252,176,68,255
224,68,44,85
252,80,12,255
236,120,112,128
220,64,36,170
236,184,140,17
208,168,164,2
204,56,48,21
248,164,132,85
140,28,28,20
200,40,44,85
252,120,4,255
224,208,32,255
244,208,40,255
248,224,224,18
232,112,80,255
252,208,16,191
248,48,8,255
232,40,20,255
208,28,12,255
244,72,52,57
252,48,12,255
252,188,20,255
176,80,16,255
236,168,168,35
232,220,24,255
252,44,8,255
240,192,196,5
216,148,32,255
188,40,8,255
252,136,40,255
248,140,84,255
248,216,208,2
208,28,0,255
224,32,24,255
244,48,44,85
248,20,28,170
228,112,104,255
252,168,12,255
248,96,40,255
184,28,8,255
144,80,72,10
248,132,8,255
244,232,228,2
236,64,28,255
244,172,168,26
240,132,120,128
240,12,12,255
220,60,32,255
252,188,56,255
252,100,28,255
236,68,40,128
236,108,24,255
252,76,48,216
252,248,212,2
208,124,120,109
232,76,60,85
248,240,24,255
228,164,52,255
176,52,48,85
236,196,192,17
240,140,0,255
240,204,156,21
252,228,8,166
232,20,4,255
216,108,8,255
252,176,100,128
216,92,84,85
240,24,4,255
244,116,88,23
200,148,52,255
172,44,60,21
252,156,64,255
216,64,80,170
228,96,48,255
232,212,176,15
204,108,104,85
204,48,20,255
248,184,172,27
252,132,80,191
184,40,16,255
244,188,112,64
208,52,56,128
248,252,24,26
252,40,24,255
212,168,32,128
220,28,8,255
252,116,52,255
200,60,52,64
252,12,0,255
240,224,32,255
228,144,64,255
252,224,16,182
244,116,16,255
212,92,88,128
244,120,84,64
224,80,48,255
244,16,12,255
248,72,60,46
252,44,60,64
252,140,100,8
204,32,8,255
232,108,0,255
212,60,64,102
236,216,212,2
220,152,140,6
248,72,40,255
192,32,28,54
244,216,4,255
236,192,140,32
192,20,28,51
248,32,28,255
244,144,0,255
236,140,112,128
216,80,40,128
176,64,64,43
248,252,192,0
236,88,20,255
236,176,156,3
248,244,0,73
236,20,4,255
244,20,4,255
252,224,204,0
228,76,16,255
224,36,8,170
236,48,8,255
240,56,32,255
252,164,28,255
244,32,24,255
232,136,24,255
248,160,36,255
236,204,12,170
240,28,28,255
228,188,180,2
244,88,76,77
240,40,36,255
228,184,192,3
224,92,80,85
244,216,208,2
248,116,32,255
220,56,76,32
244,136,80,255
240,212,20,255
252,84,0,255
228,196,188,5
208,140,140,8
216,28,16,255
236,172,168,39
240,172,144,73
208,76,68,128
168,36,20,85
232,164,132,17
216,48,20,255
216,172,4,128
232,112,44,255
248,164,96,255
252,212,28,85
220,192,140,26
252,184,176,19
204,160,164,1
192,136,52,128
192,52,32,255
252,180,104,204
204,32,40,102
252,108,76,49
240,144,140,128
252,144,36,255
180,56,60,36
232,140,60,255
232,72,76,146
240,112,88,64
232,36,28,255
236,116,32,255
232,160,92,5
252,100,84,77
168,48,16,170
232,208,180,6
244,224,200,3
236,68,16,255
232,168,152,5
240,8,16,255
236,144,144,255
240,60,64,128
252,104,24,255
236,200,204,5
248,164,124,64
176,88,100,64
252,48,52,128
200,56,52,153
224,132,32,255
232,72,48,255
252,204,104,85
196,24,8,255
236,196,44,255
224,200,200,4
240,200,204,3
252,232,84,96
252,232,12,196
236,156,56,128
244,92,80,69
252,176,56,255
196,132,128,8
228,8,4,255
216,176,152,1
184,128,132,3
240,192,188,13
252,152,132,51
188,92,0,255
248,36,52,32
172,48,56,57
208,100,96,85
252,128,68,255
236,100,72,23
228,4,8,255
228,80,60,128
236,184,176,8
244,208,4,128
244,212,188,3
244,200,88,255
212,104,72,28
240,112,112,85
252,172,124,32
252,120,48,255
204,56,52,23
212,132,96,128
236,100,44,255
228,148,136,32
252,80,36,255
220,172,16,128
244,184,76,255
240,228,32,128
232,80,96,85
252,120,8,255
220,200,44,255
236,72,20,255
248,116,80,85
252,248,156,26
176,44,12,255
188,132,28,255
208,120,120,51
220,88,16,255
252,248,68,96
192,36,20,128
248,72,84,128
248,68,44,255
248,168,164,128
252,208,12,213
252,192,128,102
188,48,36,255
252,44,4,255
252,176,148,64
252,56,4,255
248,28,24,255
244,52,60,182
176,68,68,57
216,140,80,9
244,76,56,32
252,144,12,255
236,32,8,255
244,8,0,255
168,48,56,64
208,140,0,128
224,32,4,255
192,20,0,255
212,84,56,255
216,152,140,3
200,148,152,1
232,204,60,255
228,188,16,255
192,172,132,6
224,116,104,255
252,208,56,128
240,52,32,204
224,184,184,3
212,28,32,85
252,240,240,11
236,96,24,255
224,88,76,128
216,56,28,255
160,52,64,64
252,88,4,255
200,100,92,128
176,52,60,64
220,72,44,255
224,88,64,255
208,176,172,2
200,72,88,64
228,180,164,1
236,44,44,102
228,36,4,255
220,192,48,255
204,52,28,255
240,4,4,255
216,44,16,255
252,136,12,255
252,132,96,3
252,208,200,3
172,52,64,64
240,152,16,255
228,44,60,16
160,68,60,113
248,128,4,255
220,200,32,255
224,52,44,22
244,64,60,59
192,48,44,121
232,160,80,255
232,212,16,255
252,76,96,46
252,140,48,255
208,52,60,85
248,208,200,2
232,32,12,255
252,40,28,255
232,136,84,255
248,212,212,13
244,40,52,170
172,64,72,32
228,180,120,51
228,164,152,4
160,68,68,85
232,184,168,0
228,124,84,13
200,88,80,255
244,240,236,0
220,48,24,255
228,88,88,255
240,20,20,255
252,220,16,43
252,108,36,255
204,72,64,170
236,116,16,255
236,176,184,8
220,92,28,255
252,52,56,179
252,56,88,36
220,92,72,85
232,216,168,21
192,32,24,85
236,92,56,255
228,172,172,11
248,96,4,255
